,Product Brand,Product Name,Current Price,Old Price,Rating,Product URL
0, Cole Haan,Leather Cashmere Blend Lined Basic Tech Tip Gloves,Now  EUR 73.30,EUR 97.73,3.5672,https://www.macys.com/shop/product/cole-haan-leather-cashmere-blend-lined-basic-tech-tip-gloves?ID=18734333
1, Charter Club,"Ribbed 100% Cashmere Scarf, Created for Macy's",Sale  EUR 43.28,EUR 108.21,4.0848,https://www.macys.com/shop/product/charter-club-ribbed-100-cashmere-scarf-created-for-macys?ID=14078417
2, I.N.C. International Concepts,"Doris Sparkle Mesh Pouch, Created for Macy's",Sale  EUR 35.67,EUR 79.28,4.6644,https://www.macys.com/shop/product/i.n.c.-international-concepts-doris-sparkle-mesh-pouch-created-for-macys?ID=8331994
3, I.N.C. International Concepts,"Casual Solid Belt, Created for Macy's",Sale  EUR 17.20,EUR 34.41,3.8558,https://www.macys.com/shop/product/i.n.c.-international-concepts-casual-solid-belt-created-for-macys?ID=5711171
4, Charter Club,"100% Cashmere Oversized Scarf, Created for Macy's",Now  EUR 94.24,EUR 188.49,4.5622,https://www.macys.com/shop/product/charter-club-100-cashmere-oversized-scarf-created-for-macys?ID=7425958
5, Cole Haan,Women's Faux-Fur-Lined Leather Gloves,Now  EUR 73.30,EUR 97.73,4.4783,https://www.macys.com/shop/product/cole-haan-womens-faux-fur-lined-leather-gloves?ID=18636021
6, Style & Co,"Fringe Detail Solid Soft Wrap, Created for Macy's",Sale  EUR 7.48,EUR 24.93,4.2424,https://www.macys.com/shop/product/style-co-fringe-detail-solid-soft-wrap-created-for-macys?ID=18678136
7, Charter Club,"100% Cashmere Cuffed Beanie, Created for Macys",Sale  EUR 31.71,EUR 79.28,3.5897,https://www.macys.com/shop/product/charter-club-100-cashmere-cuffed-beanie-created-for-macys?ID=14078414
8, I.N.C. International Concepts,"Double Circle Belt, Created for Macy's",Sale  EUR 19.20,EUR 38.40,4.3874,https://www.macys.com/shop/product/i.n.c.-international-concepts-double-circle-belt-created-for-macys?ID=5711167
9, I.N.C. International Concepts,"Interlocking-Hook Stretch Belt, Created for Macy's",Sale  EUR 18.20,EUR 36.40,4.512,https://www.macys.com/shop/product/i.n.c.-international-concepts-interlocking-hook-stretch-belt-created-for-macys?ID=5711174
10, Isotoner,Women's Cable Knit Gloves with Smart Touch, EUR 43.88,None,4,https://www.macys.com/shop/product/isotoner-womens-cable-knit-gloves-with-smart-touch?ID=19164771
11, Dolce&Gabbana,"Women's Sunglasses, DG4414",Sale  EUR 181.01,EUR 362.02,5,https://www.macys.com/shop/product/dolce-gabbana-womens-sunglasses-dg4414?ID=15178216
12, I.N.C. International Concepts,"Reversible Panel Belt, Created for Macy's",Sale  EUR 17.20,EUR 34.41,4.1176,https://www.macys.com/shop/product/i.n.c.-international-concepts-reversible-panel-belt-created-for-macys?ID=12025585
13, Isotoner Signature,Women's Suede Touchscreen Gloves,Sale  EUR 28.92,EUR 57.84,4.2174,https://www.macys.com/shop/product/isotoner-signature-womens-suede-touchscreen-gloves?ID=18765331
14, Burberry,"Women's Joni Sunglasses, BE438955",Sale  EUR 175.52  -,EUR 351.05,3.8235,https://www.macys.com/shop/product/burberry-womens-joni-sunglasses-be438955?ID=16029778
15, Cole Haan,Women's Faux-Fur-Lined Quilted Puffer Gloves,Now  EUR 65.82,EUR 87.76,3,https://www.macys.com/shop/product/cole-haan-womens-faux-fur-lined-quilted-puffer-gloves?ID=16377329
16, Style & Co,"Women's Cozy Bordered Textured Wrap, Created for Macy's",Sale  EUR 23.34,EUR 77.79,5,https://www.macys.com/shop/product/style-co-womens-cozy-bordered-textured-wrap-created-for-macys?ID=18678127
17, I.N.C. International Concepts,"Wrap & Scarf in One, Created for Macy's",Sale  EUR 17.95,EUR 35.90,4.3243,https://www.macys.com/shop/product/i.n.c.-international-concepts-wrap-scarf-in-one-created-for-macys?ID=2634516
18, Cole Haan,Women's Faux-Fur-Cuff Leather Gloves,Now  EUR 73.30,EUR 97.73,4.7619,https://www.macys.com/shop/product/cole-haan-womens-faux-fur-cuff-leather-gloves?ID=18636019
19, I.N.C. International Concepts,"Women's Faux-Fur-Collar Topper Wrap, Created for Macy's",Sale  EUR 26.33,EUR 87.76,4.1818,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-faux-fur-collar-topper-wrap-created-for-macys?ID=18678098
20, I.N.C. International Concepts,"Metal Stretch Belt, Created for Macy's",Sale  EUR 17.20,EUR 34.41,4.1229,https://www.macys.com/shop/product/i.n.c.-international-concepts-metal-stretch-belt-created-for-macys?ID=10763545
21, I.N.C. International Concepts,"Metal Chain Belt, Created for Macy's",Sale  EUR 17.20,EUR 34.41,4.1667,https://www.macys.com/shop/product/i.n.c.-international-concepts-metal-chain-belt-created-for-macys?ID=5711182
22, I.N.C. International Concepts,"Floral Evening Wrap, Created for Macy's",Sale  EUR 22.19,EUR 44.38,4.2258,https://www.macys.com/shop/product/i.n.c.-international-concepts-floral-evening-wrap-created-for-macys?ID=13607918
23, Isotoner Signature,Women's Sleek Heat Flip Touchscreen Mittens,Sale  EUR 25.93,EUR 51.86,4,https://www.macys.com/shop/product/isotoner-signature-womens-sleek-heat-flip-touchscreen-mittens?ID=18765333
24, I.N.C. International Concepts,"Double Circle Crystal Mesh Belt, Created for Macy's ",Sale  EUR 29.17,EUR 58.34,4.1333,https://www.macys.com/shop/product/i.n.c.-international-concepts-double-circle-crystal-mesh-belt-created-for-macys?ID=18867894
25, Dorfman Pacific,Scala Women's Adjustable Wool Felt Cloche with Velvet Bow, EUR 88.76,None,4.875,https://www.macys.com/shop/product/scala-womens-adjustable-wool-felt-cloche-with-velvet-bow?ID=7986526
26, I.N.C. International Concepts,"2-Pk Snake & Solid Belt, Created for Macy's",Sale  EUR 17.20,EUR 34.41,4.1818,https://www.macys.com/shop/product/i.n.c.-international-concepts-2-pk-snake-solid-belt-created-for-macys?ID=13782544
27, I.N.C. International Concepts,"Women's Faux-Fur-Trim Wrap, Created for Macy's",Sale  EUR 20.34,EUR 67.82,3.8462,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-faux-fur-trim-wrap-created-for-macys?ID=18678106
28, Style & Co,"Women's Classic Plaid Reversible Topper Wrap, Created for Macy's",Sale  EUR 20.34,EUR 67.82,4.6667,https://www.macys.com/shop/product/style-co-womens-classic-plaid-reversible-topper-wrap-created-for-macys?ID=18678126
29, FRAAS,"Women's Plaid Brushed Poncho Sweater, Created for Macy's",Sale  EUR 30.92,EUR 61.83,4.0617,https://www.macys.com/shop/product/fraas-womens-plaid-brushed-poncho-sweater-created-for-macys?ID=6402654
30, Steve Madden,Women's Color-Blocked Long Cuff Magic Gloves,Sale  EUR 7.98,EUR 19.95,4.7143,https://www.macys.com/shop/product/steve-madden-womens-color-blocked-long-cuff-magic-gloves?ID=14386507
31, I.N.C. International Concepts,"Ruffle-Edge Metallic Evening Wrap, Created for Macy's",Sale  EUR 21.19,EUR 42.38,4.4375,https://www.macys.com/shop/product/i.n.c.-international-concepts-ruffle-edge-metallic-evening-wrap-created-for-macys?ID=5729634
32, FRAAS,Women's Twisted Fringe Solid Color Muffler Scarf ,Sale  EUR 28.92,EUR 57.84,5,https://www.macys.com/shop/product/fraas-womens-twisted-fringe-solid-color-muffler-scarf?ID=18665822
33, Charter Club,"Women's 100% Cashmere Oversized Scarf, Created for Macy's",Now  EUR 99.23,EUR 198.46,4.5172,https://www.macys.com/shop/product/charter-club-womens-100-cashmere-oversized-scarf-created-for-macys?ID=18090945
34, Style & Co,"Women's Lux Plaid Poncho, Created for Macy's",Sale  EUR 20.34,EUR 67.82,2,https://www.macys.com/shop/product/style-co-womens-lux-plaid-poncho-created-for-macys?ID=18678124
35, Charter Club,"Cashmere Stripe Muffler, Created for Macy's",Sale  EUR 51.26,EUR 128.15,4.7143,https://www.macys.com/shop/product/charter-club-cashmere-stripe-muffler-created-for-macys?ID=18121117
36, I.N.C. International Concepts,"Women's Embellished Topper Wrap, Created for Macy's",Sale  EUR 20.34,EUR 67.82,4.5,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-embellished-topper-wrap-created-for-macys?ID=18678097
37, Charter Club,"Cashmere Stripe Cuffed Beanie, Created for Macy's",Sale  EUR 39.69,EUR 99.23,5,https://www.macys.com/shop/product/charter-club-cashmere-stripe-cuffed-beanie-created-for-macys?ID=18121119
38, I.N.C. International Concepts,"Wide Stretch Belt, Created for Macy's",Sale  EUR 19.20,EUR 38.40,4.7553,https://www.macys.com/shop/product/i.n.c.-international-concepts-wide-stretch-belt-created-for-macys?ID=9893751
39, Cole Haan,Women's Quilted Leather Gloves,Now  EUR 73.30,EUR 97.73,3.8462,https://www.macys.com/shop/product/cole-haan-womens-quilted-leather-gloves?ID=16377332
40, Style & Co,Reversible Houndstooth Topper,Sale  EUR 20.34,EUR 67.82,3.4,https://www.macys.com/shop/product/style-co-reversible-houndstooth-topper?ID=18678125
41, I.N.C. International Concepts,"Round-Buckle Stretch Belt, Created for Macy's",Sale  EUR 17.20,EUR 34.41,4.6067,https://www.macys.com/shop/product/i.n.c.-international-concepts-round-buckle-stretch-belt-created-for-macys?ID=5711173
42, Steve Madden,Women's Black & Cognac Faux Leather 2 Piece Belt Set,Sale  EUR 16.95,EUR 33.91,4.3143,https://www.macys.com/shop/product/steve-madden-womens-black-cognac-faux-leather-2-piece-belt-set?ID=11557811
43, MICHAEL Michael Kors,Michael Kors Women's 32MM smooth leather belt, EUR 57.84,None,None,https://www.macys.com/shop/product/michael-kors-womens-32mm-smooth-leather-belt?ID=17563502
44, Isotoner Signature,Women's Sleek Heat Touchscreen Gloves,Sale  EUR 25.93,EUR 51.86,4.8571,https://www.macys.com/shop/product/isotoner-signature-womens-sleek-heat-touchscreen-gloves?ID=18765332
